month,day,height,numengs,time_of_day,season,phase_of_flt,damage,effect,sky,min_bird_struck,max_bird_struck,size,struck_combined,damage_combined,eng_fail
08,19,0,2,day,summer,takeoffrun,N,none,nocloud,1,1,small,TRUE,FALSE,0
08,19,0,2,day,summer,takeoffrun,N,none,somecloud,2,10,small,TRUE,FALSE,0
08,19,0,2,day,summer,landingroll,N,none,somecloud,1,1,small,TRUE,FALSE,0
08,19,0,2,day,summer,landingroll,N,none,somecloud,1,1,small,TRUE,FALSE,0
08,19,1500,2,day,summer,approach,N,none,unknown,1,1,unknown,TRUE,FALSE,0
08,19,500,2,night,summer,approach,N,none,nocloud,1,1,unknown,TRUE,FALSE,0
08,20,300,2,day,summer,climb,N,none,somecloud,1,1,medium,TRUE,FALSE,0
08,20,0,2,day,summer,takeoffrun,N,none,nocloud,1,1,small,TRUE,FALSE,0
08,21,100,2,day,summer,approach,N,none,nocloud,1,1,medium,TRUE,FALSE,0
08,10,6800,2,day,summer,approach,S,precautionarylanding,somecloud,2,10,large,TRUE,TRUE,0
08,23,3000,2,dawn,summer,climb,N,precautionarylanding,somecloud,1,1,small,TRUE,FALSE,0
08,23,30,2,dawn,summer,climb,N,none,nocloud,2,10,small,TRUE,FALSE,0
08,25,0,2,day,summer,landingroll,N,none,somecloud,2,10,small,TRUE,FALSE,0
08,25,0,2,day,summer,takeoffrun,N,none,somecloud,1,1,medium,TRUE,FALSE,0
08,25,100,2,day,summer,approach,U,none,unknown,1,1,unknown,TRUE,FALSE,0
08,26,100,2,day,summer,approach,N,none,nocloud,1,1,medium,TRUE,FALSE,0
08,26,0,2,day,summer,takeoffrun,N,abortedtakeoff,nocloud,1,1,small,TRUE,FALSE,0
08,26,100,2,day,summer,climb,N,none,nocloud,1,1,small,TRUE,FALSE,0
08,27,0,2,day,summer,takeoffrun,N,none,nocloud,2,10,small,TRUE,FALSE,0
08,27,300,2,day,summer,approach,M?,none,nocloud,1,1,large,TRUE,TRUE,0
08,29,40,2,day,summer,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
08,29,0,2,day,summer,takeoffrun,N,abortedtakeoff,somecloud,1,1,small,TRUE,FALSE,0
08,30,0,2,night,summer,takeoffrun,S,engineshutdown,nocloud,1,1,small,TRUE,TRUE,1
08,30,0,3,night,summer,takeoffrun,N,none,somecloud,1,1,unknown,TRUE,FALSE,0
08,17,0,1,dusk,summer,landingroll,S,other,unknown,1,1,large,TRUE,TRUE,0
08,03,800,2,day,summer,approach,N,none,nocloud,1,1,medium,TRUE,FALSE,0
08,23,600,2,night,summer,approach,N,none,nocloud,1,1,medium,TRUE,FALSE,0
08,23,1400,2,day,summer,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
08,24,0,2,unknown,summer,takeoffrun,N,none,unknown,1,1,unknown,TRUE,FALSE,0
08,17,0,3,day,summer,landingroll,N,none,nocloud,1,1,small,TRUE,FALSE,0
08,06,75,1,day,summer,climb,N,precautionarylanding,somecloud,2,10,small,TRUE,FALSE,0
08,06,0,2,day,summer,landingroll,N,none,nocloud,1,1,small,TRUE,FALSE,0
08,06,100,2,day,summer,climb,N,none,nocloud,2,10,small,TRUE,FALSE,0
08,07,0,2,night,summer,landingroll,N,none,nocloud,1,1,small,TRUE,FALSE,0
08,07,0,2,day,summer,takeoffrun,N,none,somecloud,1,1,unknown,TRUE,FALSE,0
08,07,0,2,night,summer,landingroll,N,none,nocloud,1,1,small,TRUE,FALSE,0
08,10,0,2,day,summer,takeoffrun,N,precautionarylanding,somecloud,1,1,small,TRUE,FALSE,0
08,19,200,2,dawn,summer,climb,U,none,overcast,1,1,small,TRUE,FALSE,0
08,20,0,2,unknown,summer,landingroll,U,none,unknown,2,10,small,TRUE,FALSE,0
08,14,0,2,day,summer,landingroll,N,none,somecloud,1,1,small,TRUE,FALSE,0
08,14,0,2,day,summer,takeoffrun,U,none,nocloud,2,10,small,TRUE,FALSE,0
08,14,0,2,day,summer,takeoffrun,N,precautionarylanding,nocloud,1,1,small,TRUE,FALSE,0
08,14,0,2,day,summer,takeoffrun,N,none,nocloud,2,10,small,TRUE,FALSE,0
08,15,0,2,day,summer,takeoffrun,N,none,nocloud,1,1,small,TRUE,FALSE,0
08,15,0,2,day,summer,landingroll,N,none,overcast,1,1,small,TRUE,FALSE,0
08,15,2300,2,dusk,summer,approach,M,none,somecloud,1,1,medium,TRUE,TRUE,0
08,15,0,2,day,summer,landingroll,N,none,nocloud,2,10,small,TRUE,FALSE,0
08,15,5,2,day,summer,climb,U,none,overcast,1,1,small,TRUE,FALSE,0
08,26,100,2,day,summer,approach,N,none,somecloud,1,1,medium,TRUE,FALSE,0
08,26,0,2,day,summer,takeoffrun,U,none,overcast,2,10,small,TRUE,FALSE,0
08,01,100,2,day,summer,climb,N,none,nocloud,2,10,small,TRUE,FALSE,0
08,01,0,2,day,summer,landingroll,U,none,somecloud,2,10,small,TRUE,FALSE,0
08,01,0,2,day,summer,landingroll,N,none,somecloud,1,1,small,TRUE,FALSE,0
08,01,1500,1,day,summer,climb,M,none,overcast,1,1,small,TRUE,TRUE,0
08,01,0,2,day,summer,landingroll,N,none,overcast,1,1,small,TRUE,FALSE,0
08,01,1000,2,night,summer,approach,N,none,nocloud,1,1,medium,TRUE,FALSE,0
08,02,10,2,day,summer,approach,U,none,overcast,1,1,small,TRUE,FALSE,0
08,02,50,2,night,summer,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
08,02,0,2,day,summer,takeoffrun,N,none,overcast,1,1,small,TRUE,FALSE,0
08,04,0,2,day,summer,landingroll,U,none,overcast,1,1,small,TRUE,FALSE,0
08,17,0,2,day,summer,takeoffrun,N,abortedtakeoff,somecloud,1,1,small,TRUE,FALSE,0
08,17,0,2,day,summer,landingroll,U,none,somecloud,1,1,small,TRUE,FALSE,0
08,17,0,2,day,summer,takeoffrun,N,none,nocloud,2,10,small,TRUE,FALSE,0
08,05,0,2,day,summer,takeoffrun,U,none,overcast,1,1,small,TRUE,FALSE,0
08,05,10,2,day,summer,climb,N,none,somecloud,2,10,small,TRUE,FALSE,0
08,05,0,2,day,summer,takeoffrun,N,none,nocloud,1,1,medium,TRUE,FALSE,0
08,05,1400,2,night,summer,approach,N,none,unknown,1,1,small,TRUE,FALSE,0
08,18,0,2,day,summer,landingroll,N,none,somecloud,2,10,small,TRUE,FALSE,0
08,08,0,2,day,summer,takeoffrun,N,none,somecloud,1,1,small,TRUE,FALSE,0
08,08,8000,2,day,summer,climb,N,none,overcast,1,1,small,TRUE,FALSE,0
08,09,0,2,day,summer,takeoffrun,N,none,nocloud,2,10,small,TRUE,FALSE,0
08,09,0,2,night,summer,landingroll,N,none,overcast,1,1,large,TRUE,FALSE,0
08,09,0,2,day,summer,takeoffrun,N,none,nocloud,1,1,small,TRUE,FALSE,0
08,09,0,2,night,summer,takeoffrun,N,abortedtakeoff,nocloud,1,1,medium,TRUE,FALSE,0
08,10,0,1,night,summer,landingroll,S,none,nocloud,1,1,large,TRUE,TRUE,0
08,10,0,2,day,summer,takeoffrun,U,none,overcast,1,1,small,TRUE,FALSE,0
08,10,1000,2,night,summer,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
08,10,5,2,day,summer,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
08,11,600,2,day,summer,approach,N,none,somecloud,1,1,small,TRUE,FALSE,0
08,11,0,2,dusk,summer,takeoffrun,U,none,overcast,1,1,small,TRUE,FALSE,0
08,11,2200,2,night,summer,approach,N,none,somecloud,1,1,small,TRUE,FALSE,0
08,11,0,2,day,summer,landingroll,N,none,nocloud,1,1,small,TRUE,FALSE,0
08,11,2000,2,night,summer,approach,U,none,nocloud,2,10,unknown,TRUE,FALSE,0
08,11,0,2,day,summer,landingroll,N,none,nocloud,1,1,small,TRUE,FALSE,0
08,11,2000,2,night,summer,climb,N,none,nocloud,1,1,small,TRUE,FALSE,0
08,12,600,2,day,summer,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
08,12,0,2,day,summer,landingroll,N,none,nocloud,1,1,small,TRUE,FALSE,0
08,12,0,2,day,summer,takeoffrun,U,none,unknown,2,10,small,TRUE,FALSE,0
08,12,1500,1,day,summer,approach,M,none,nocloud,1,1,large,TRUE,TRUE,0
08,12,30,2,night,summer,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
08,12,0,2,day,summer,landingroll,N,none,overcast,1,1,small,TRUE,FALSE,0
08,12,0,2,day,summer,takeoffrun,N,none,overcast,1,1,small,TRUE,FALSE,0
08,13,100,2,night,summer,approach,N,none,unknown,1,1,small,TRUE,FALSE,0
08,03,350,2,day,summer,approach,N,none,unknown,1,1,unknown,TRUE,FALSE,0
08,15,0,2,day,summer,landingroll,N,none,nocloud,1,1,small,TRUE,FALSE,0
08,15,40,2,night,summer,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
08,16,0,2,day,summer,takeoffrun,N,none,unknown,1,1,small,TRUE,FALSE,0
08,16,0,2,day,summer,takeoffrun,N,none,nocloud,1,1,small,TRUE,FALSE,0
08,18,0,4,night,summer,takeoffrun,U,none,somecloud,1,1,unknown,TRUE,FALSE,0
08,18,50,2,day,summer,approach,N,none,somecloud,1,1,small,TRUE,FALSE,0
08,19,50,2,day,summer,climb,N,none,somecloud,1,1,small,TRUE,FALSE,0
08,19,20,2,day,summer,approach,N,none,overcast,1,1,small,TRUE,FALSE,0
08,19,100,2,day,summer,climb,N,none,nocloud,1,1,small,TRUE,FALSE,0
08,19,0,2,day,summer,landingroll,N,none,nocloud,1,1,small,TRUE,FALSE,0
08,19,8000,2,day,summer,descent,N,none,somecloud,1,1,medium,TRUE,FALSE,0
08,20,0,2,night,summer,landingroll,N,none,unknown,2,10,small,TRUE,FALSE,0
08,23,0,2,night,summer,landingroll,N,none,nocloud,1,1,small,TRUE,FALSE,0
08,23,0,2,night,summer,landingroll,N,none,nocloud,1,1,medium,TRUE,FALSE,0
08,21,1500,2,day,summer,approach,M?,none,nocloud,2,10,large,TRUE,TRUE,0
08,22,0,2,day,summer,takeoffrun,U,none,unknown,2,10,small,TRUE,FALSE,0
08,22,0,2,day,summer,takeoffrun,N,none,somecloud,1,1,small,TRUE,FALSE,0
08,22,15,2,day,summer,approach,M,none,somecloud,2,10,large,TRUE,TRUE,0
08,22,10,2,night,summer,approach,N,none,somecloud,1,1,small,TRUE,FALSE,0
08,23,8500,2,night,summer,descent,M,none,nocloud,1,1,unknown,TRUE,TRUE,0
08,24,600,1,night,summer,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
08,24,0,2,day,summer,landingroll,N,none,unknown,1,1,small,TRUE,FALSE,0
08,25,0,2,day,summer,takeoffrun,N,none,nocloud,2,10,small,TRUE,FALSE,0
08,25,2300,2,night,summer,approach,N,none,somecloud,1,1,medium,TRUE,FALSE,0
08,25,0,2,day,summer,landingroll,N,none,overcast,1,1,small,TRUE,FALSE,0
08,25,0,2,day,summer,takeoffrun,N,none,overcast,1,1,small,TRUE,FALSE,0
08,25,5000,2,night,summer,approach,N,none,nocloud,1,1,unknown,TRUE,FALSE,0
08,26,0,2,day,summer,landingroll,N,none,somecloud,1,1,small,TRUE,FALSE,0
08,26,0,2,night,summer,landingroll,N,none,somecloud,1,1,small,TRUE,FALSE,0
08,26,0,2,day,summer,takeoffrun,N,none,overcast,2,10,small,TRUE,FALSE,0
08,26,0,2,dawn,summer,takeoffrun,N,none,nocloud,1,1,medium,TRUE,FALSE,0
08,26,1900,2,day,summer,approach,U,none,nocloud,1,1,medium,TRUE,FALSE,0
08,26,1500,2,day,summer,climb,N,none,somecloud,1,1,medium,TRUE,FALSE,0
08,26,900,2,night,summer,climb,U,none,unknown,1,1,unknown,TRUE,FALSE,0
08,26,2000,2,night,summer,climb,N,none,unknown,1,1,small,TRUE,FALSE,0
08,27,0,2,day,summer,landingroll,N,none,somecloud,2,10,small,TRUE,FALSE,0
08,27,0,2,day,summer,takeoffrun,S,precautionarylanding,nocloud,1,1,medium,TRUE,TRUE,0
08,27,10,2,day,summer,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
08,27,200,2,night,summer,approach,N,none,nocloud,1,1,medium,TRUE,FALSE,0
08,27,150,2,day,summer,approach,N,none,nocloud,1,1,unknown,TRUE,FALSE,0
08,28,400,2,day,summer,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
08,28,0,2,day,summer,takeoffrun,N,none,nocloud,1,1,small,TRUE,FALSE,0
08,28,0,2,day,summer,landingroll,N,none,nocloud,1,1,small,TRUE,FALSE,0
08,28,1000,2,night,summer,climb,N,none,overcast,1,1,small,TRUE,FALSE,0
08,29,25,1,day,summer,approach,U,other,somecloud,1,1,large,FALSE,FALSE,0
08,29,5,2,day,summer,approach,N,none,overcast,2,10,medium,TRUE,FALSE,0
08,27,500,2,day,summer,climb,N,none,unknown,1,1,small,TRUE,FALSE,0
08,30,100,2,day,summer,climb,N,none,nocloud,1,1,small,TRUE,FALSE,0
08,31,100,2,dusk,summer,approach,M,none,nocloud,1,1,small,TRUE,TRUE,0
08,31,50,2,day,summer,climb,U,none,unknown,1,1,small,TRUE,FALSE,0
08,31,1600,2,night,summer,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
07,06,100,2,day,summer,climb,N,none,nocloud,1,1,unknown,TRUE,FALSE,0
07,12,0,1,day,summer,takeoffrun,N,precautionarylanding,unknown,1,1,small,TRUE,FALSE,0
07,13,0,2,day,summer,takeoffrun,N,none,unknown,1,1,unknown,TRUE,FALSE,0
07,19,0,2,day,summer,landingroll,N,none,unknown,1,1,unknown,TRUE,FALSE,0
06,14,150,2,day,summer,approach,N,none,overcast,1,1,small,TRUE,FALSE,0
09,01,500,2,day,fall,climb,N,none,somecloud,1,1,small,TRUE,FALSE,0
09,02,50,2,day,fall,climb,N,none,somecloud,1,1,small,TRUE,FALSE,0
09,02,500,2,day,fall,approach,N,none,somecloud,1,1,small,TRUE,FALSE,0
09,03,1400,2,night,fall,approach,N,none,somecloud,2,10,small,TRUE,FALSE,0
09,26,0,2,night,fall,landingroll,N,none,somecloud,2,10,small,TRUE,FALSE,0
09,09,0,2,day,fall,takeoffrun,N,none,somecloud,1,1,small,TRUE,FALSE,0
09,10,1500,3,night,fall,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
09,10,10,2,day,fall,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
09,11,0,2,day,fall,takeoffrun,N,none,nocloud,1,1,medium,TRUE,FALSE,0
09,14,0,2,day,fall,takeoffrun,N,none,somecloud,1,1,small,TRUE,FALSE,0
09,15,1000,2,unknown,fall,climb,M,none,unknown,1,1,unknown,TRUE,TRUE,0
09,18,100,2,day,fall,approach,N,other,nocloud,1,1,small,TRUE,FALSE,0
09,18,2500,2,day,fall,approach,M,none,somecloud,1,1,large,TRUE,TRUE,0
09,18,100,2,day,fall,climb,M,none,nocloud,1,1,medium,TRUE,TRUE,0
09,06,1,1,night,fall,climb,N,precautionarylanding,nocloud,1,1,large,TRUE,FALSE,0
09,21,0,2,day,fall,taxi,N,none,somecloud,1,1,small,TRUE,FALSE,0
09,23,100,2,day,fall,approach,N,other,overcast,1,1,small,TRUE,FALSE,0
09,27,4000,2,night,fall,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
09,27,0,2,day,fall,landingroll,N,none,nocloud,1,1,small,TRUE,FALSE,0
09,29,0,2,day,fall,landingroll,N,none,somecloud,11,100,small,TRUE,FALSE,0
09,30,0,2,day,fall,landingroll,N,none,nocloud,1,1,small,TRUE,FALSE,0
09,30,0,2,day,fall,takeoffrun,N,none,overcast,2,10,small,TRUE,FALSE,0
09,30,2000,2,night,fall,approach,M,other,somecloud,2,10,medium,TRUE,TRUE,0
09,20,6000,2,night,fall,approach,N,none,unknown,1,1,small,TRUE,FALSE,0
09,20,4000,2,night,fall,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
09,20,100,2,night,fall,climb,U,none,somecloud,1,1,small,TRUE,FALSE,0
09,20,0,2,night,fall,landingroll,N,none,nocloud,1,1,small,TRUE,FALSE,0
09,20,0,1,day,fall,takeoffrun,N,none,unknown,1,1,large,TRUE,FALSE,0
09,25,0,2,day,fall,takeoffrun,N,none,nocloud,1,1,small,TRUE,FALSE,0
09,25,0,2,night,fall,landingroll,N,none,somecloud,1,1,medium,TRUE,FALSE,0
09,27,20,2,day,fall,approach,M,none,nocloud,2,10,medium,TRUE,TRUE,0
09,27,2500,2,night,fall,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
09,27,1000,2,night,fall,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
09,29,50,2,day,fall,approach,N,none,nocloud,1,1,medium,TRUE,FALSE,0
09,29,0,2,night,fall,landingroll,N,none,nocloud,1,1,unknown,TRUE,FALSE,0
09,29,0,2,day,fall,landingroll,N,none,nocloud,1,1,small,TRUE,FALSE,0
09,29,0,2,day,fall,landingroll,N,none,nocloud,1,1,small,TRUE,FALSE,0
09,30,2500,2,night,fall,approach,N,none,overcast,1,1,small,TRUE,FALSE,0
09,30,5900,2,night,fall,climb,N,none,nocloud,1,1,unknown,TRUE,FALSE,0
07,06,0,2,day,summer,landingroll,N,none,unknown,1,1,unknown,TRUE,FALSE,0
05,18,0,2,unknown,spring,taxi,N,none,unknown,1,1,unknown,TRUE,FALSE,0
09,01,600,2,day,fall,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
09,03,0,2,day,fall,landingroll,N,none,somecloud,1,1,medium,TRUE,FALSE,0
09,03,0,2,dusk,fall,takeoffrun,N,none,somecloud,1,1,medium,TRUE,FALSE,0
09,10,0,2,day,fall,takeoffrun,N,none,nocloud,1,1,small,TRUE,FALSE,0
09,10,10,2,day,fall,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
09,10,1500,3,night,fall,climb,N,none,unknown,1,1,large,TRUE,FALSE,0
09,11,0,2,day,fall,landingroll,N,none,somecloud,2,10,small,TRUE,FALSE,0
09,18,100,2,day,fall,climb,N,none,nocloud,1,1,small,TRUE,FALSE,0
09,04,1000,2,night,fall,approach,N,none,unknown,1,1,small,TRUE,FALSE,0
09,04,0,1,day,fall,landingroll,U,none,unknown,1,1,small,TRUE,FALSE,0
09,05,0,2,day,fall,takeoffrun,N,none,somecloud,2,10,small,TRUE,FALSE,0
09,05,100,2,day,fall,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
09,28,700,1,night,fall,approach,N,none,overcast,1,1,small,TRUE,FALSE,0
09,28,800,2,night,fall,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
09,28,2000,2,day,fall,approach,N,none,nocloud,1,1,medium,TRUE,FALSE,0
09,28,0,2,day,fall,takeoffrun,U,none,unknown,1,1,small,TRUE,FALSE,0
09,28,0,2,night,fall,landingroll,N,none,unknown,1,1,small,TRUE,FALSE,0
09,01,0,2,dusk,fall,landingroll,N,none,nocloud,1,1,small,TRUE,FALSE,0
09,01,1500,2,day,fall,climb,N,none,somecloud,1,1,medium,TRUE,FALSE,0
09,02,1000,2,night,fall,climb,N,none,unknown,1,1,small,TRUE,FALSE,0
09,03,100,4,day,fall,climb,N,none,nocloud,1,1,large,TRUE,FALSE,0
09,04,0,2,day,fall,landingroll,N,none,overcast,1,1,small,TRUE,FALSE,0
09,03,0,2,night,fall,landingroll,U,none,somecloud,1,1,unknown,TRUE,FALSE,0
09,13,3500,2,night,fall,approach,N,none,somecloud,1,1,medium,TRUE,FALSE,0
09,13,0,2,night,fall,landingroll,N,none,somecloud,1,1,large,TRUE,FALSE,0
09,13,0,2,day,fall,takeoffrun,U,none,unknown,1,1,small,TRUE,FALSE,0
09,23,20,1,day,fall,climb,N,precautionarylanding,nocloud,1,1,small,TRUE,FALSE,0
09,23,500,2,day,fall,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
09,24,3500,2,night,fall,approach,N,none,somecloud,1,1,small,TRUE,FALSE,0
09,24,50,2,day,fall,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
09,24,0,2,day,fall,landingroll,N,none,somecloud,1,1,small,TRUE,FALSE,0
09,24,400,2,night,fall,approach,N,none,somecloud,1,1,small,TRUE,FALSE,0
09,24,0,2,night,fall,landingroll,N,none,nocloud,1,1,small,TRUE,FALSE,0
09,06,0,4,day,fall,landingroll,N,none,somecloud,2,10,small,TRUE,FALSE,0
09,07,800,2,night,fall,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
09,08,3000,2,night,fall,approach,N,none,nocloud,1,1,medium,TRUE,FALSE,0
09,08,4,2,day,fall,approach,N,none,somecloud,1,1,medium,TRUE,FALSE,0
09,09,20,1,dusk,fall,climb,N,none,nocloud,1,1,small,TRUE,FALSE,0
09,09,0,2,day,fall,landingroll,N,none,nocloud,1,1,small,TRUE,FALSE,0
09,09,0,1,day,fall,takeoffrun,N,abortedtakeoff,nocloud,1,1,small,TRUE,FALSE,0
09,09,1000,2,night,fall,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
09,09,1500,2,night,fall,approach,N,none,overcast,2,10,small,TRUE,FALSE,0
09,09,5000,2,night,fall,climb,M,none,unknown,1,1,small,TRUE,TRUE,0
09,10,3000,2,night,fall,approach,N,none,nocloud,1,1,unknown,TRUE,FALSE,0
09,10,0,2,day,fall,takeoffrun,U,none,somecloud,2,10,small,TRUE,FALSE,0
09,10,0,2,day,fall,takeoffrun,N,none,somecloud,1,1,small,TRUE,FALSE,0
09,12,1000,2,night,fall,approach,N,none,nocloud,2,10,small,TRUE,FALSE,0
09,12,50,2,day,fall,climb,N,none,nocloud,2,10,small,TRUE,FALSE,0
09,12,6000,2,night,fall,approach,N,none,somecloud,1,1,small,TRUE,FALSE,0
09,12,0,2,day,fall,landingroll,N,none,somecloud,1,1,small,TRUE,FALSE,0
09,12,100,2,day,fall,climb,N,none,nocloud,2,10,small,TRUE,FALSE,0
09,12,2000,2,night,fall,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
09,13,0,2,day,fall,takeoffrun,U,none,unknown,2,10,small,TRUE,FALSE,0
09,14,0,2,day,fall,takeoffrun,N,none,nocloud,1,1,medium,TRUE,FALSE,0
09,14,500,2,day,fall,climb,N,none,nocloud,2,10,small,TRUE,FALSE,0
09,14,500,2,night,fall,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
09,15,0,2,night,fall,landingroll,U,none,nocloud,1,1,small,FALSE,FALSE,0
09,15,1000,2,night,fall,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
09,16,0,2,dawn,fall,takeoffrun,N,none,nocloud,1,1,small,TRUE,FALSE,0
09,16,200,2,day,fall,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
09,16,0,2,day,fall,takeoffrun,U,none,somecloud,1,1,medium,TRUE,FALSE,0
09,16,600,2,day,fall,approach,N,none,somecloud,1,1,small,TRUE,FALSE,0
09,17,100,2,day,fall,climb,N,none,overcast,1,1,small,TRUE,FALSE,0
09,17,10,2,unknown,fall,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
09,19,2000,2,day,fall,approach,N,none,somecloud,1,1,small,TRUE,FALSE,0
09,21,400,2,dawn,fall,climb,N,none,nocloud,1,1,small,TRUE,FALSE,0
09,21,200,2,night,fall,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
09,21,10,2,day,fall,climb,U,none,unknown,2,10,small,TRUE,FALSE,0
09,22,0,2,unknown,fall,landingroll,U,none,unknown,1,1,small,TRUE,FALSE,0
09,22,500,2,night,fall,approach,N,none,unknown,1,1,unknown,TRUE,FALSE,0
09,22,0,2,day,fall,takeoffrun,N,none,nocloud,1,1,small,TRUE,FALSE,0
09,22,100,2,day,fall,approach,N,none,somecloud,2,10,small,TRUE,FALSE,0
09,23,1000,1,night,fall,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
09,28,5,2,day,fall,approach,N,none,overcast,1,1,small,TRUE,FALSE,0
09,28,1500,2,day,fall,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
09,28,0,2,day,fall,takeoffrun,U,none,nocloud,1,1,small,TRUE,FALSE,0
09,28,0,2,day,fall,landingroll,N,none,nocloud,1,1,small,TRUE,FALSE,0
09,30,3000,2,day,fall,approach,N,none,somecloud,1,1,small,TRUE,FALSE,0
09,30,1500,2,night,fall,approach,N,none,unknown,1,1,small,TRUE,FALSE,0
09,30,550,2,day,fall,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
09,30,0,2,day,fall,takeoffrun,N,none,nocloud,1,1,small,TRUE,FALSE,0
10,01,2000,2,night,fall,approach,N,none,nocloud,1,1,unknown,TRUE,FALSE,0
10,01,7,1,night,fall,climb,S,other,somecloud,1,1,large,TRUE,TRUE,0
10,02,700,2,night,fall,approach,N,none,nocloud,2,10,small,TRUE,FALSE,0
10,11,300,2,night,fall,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
10,12,1000,2,night,fall,climb,N,none,nocloud,1,1,small,TRUE,FALSE,0
10,10,3200,2,night,fall,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
10,14,2000,2,night,fall,climb,N,none,nocloud,1,1,small,TRUE,FALSE,0
10,15,15,2,day,fall,climb,N,none,nocloud,1,1,small,TRUE,FALSE,0
10,29,0,2,day,fall,landingroll,N,none,nocloud,2,10,small,TRUE,FALSE,0
10,29,0,2,night,fall,landingroll,N,none,somecloud,2,10,small,TRUE,FALSE,0
10,29,4000,2,night,fall,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
10,29,4000,2,night,fall,approach,N,none,nocloud,1,1,medium,TRUE,FALSE,0
10,15,0,2,day,fall,landingroll,N,none,nocloud,1,1,small,TRUE,FALSE,0
10,15,0,2,day,fall,landingroll,N,none,nocloud,2,10,medium,TRUE,FALSE,0
10,16,0,2,day,fall,takeoffrun,N,none,overcast,2,10,small,TRUE,FALSE,0
10,16,0,2,day,fall,landingroll,N,none,somecloud,2,10,small,TRUE,FALSE,0
10,17,0,2,day,fall,landingroll,M?,other,unknown,1,1,small,TRUE,TRUE,0
10,19,800,2,night,fall,climb,N,none,nocloud,1,1,small,TRUE,FALSE,0
10,21,0,2,day,fall,landingroll,N,none,nocloud,1,1,small,TRUE,FALSE,0
10,23,100,2,day,fall,approach,N,none,overcast,1,1,small,TRUE,FALSE,0
10,24,0,2,unknown,fall,landingroll,U,none,overcast,2,10,small,TRUE,FALSE,0
10,07,1000,2,night,fall,approach,N,none,somecloud,1,1,small,TRUE,FALSE,0
10,08,0,2,day,fall,landingroll,N,none,nocloud,1,1,small,TRUE,FALSE,0
10,08,0,2,day,fall,landingroll,N,none,unknown,1,1,small,TRUE,FALSE,0
10,17,700,3,day,fall,approach,N,none,somecloud,1,1,large,TRUE,FALSE,0
10,13,700,3,night,fall,climb,N,none,nocloud,1,1,small,TRUE,FALSE,0
10,27,20,2,night,fall,approach,M,none,overcast,2,10,medium,TRUE,TRUE,0
10,28,1400,3,night,fall,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
10,28,1200,2,night,fall,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
10,28,1300,2,night,fall,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
10,28,8200,3,night,fall,descent,N,none,somecloud,1,1,medium,TRUE,FALSE,0
10,29,300,3,night,fall,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
10,29,100,1,day,fall,climb,S,precautionarylanding,nocloud,1,1,large,TRUE,TRUE,0
10,29,400,2,day,fall,approach,N,none,somecloud,1,1,small,TRUE,FALSE,0
10,30,200,2,night,fall,approach,N,none,nocloud,2,10,small,TRUE,FALSE,0
10,12,1200,3,night,fall,climb,N,none,nocloud,1,1,medium,TRUE,FALSE,0
10,13,1500,3,night,fall,approach,N,none,nocloud,1,1,medium,TRUE,FALSE,0
